invoice_number,vendor_id,vendor_name,vendor_category,country,city,po_number,department,invoice_date,due_date,payment_terms,currency,amount,tax_rate,tax_amount,invoice_status,created_timestamp,is_fraud,fraud_type
INV-007332-3F36,VEND-B63F5D3A,Bakshi-Gola LLC,Transportation,India,Bulandshahr,PO-E6C0BF73,Production,2023-08-30,2023-10-14,45,INR,30657.74,0.052,1594.2,PENDING,2023-08-30T14:34:51,0,NONE
INV-011236-99D4,VEND-1A224DEF,Balakrishnan-Ramachandran Industries,Packaging,India,Machilipatnam,PO-4CD23769,IT,2024-04-24,2024-05-24,30,INR,25503.46,0.0619,1578.66,PAID,2024-04-24T12:38:02,0,NONE
INV-005899-12FD,VEND-CA09A257,Dugal LLC LLC,Furniture,India,Mahbubnagar,PO-CB6E5442,Logistics,2023-07-18,2023-08-17,30,INR,13595.53,0.1281,1741.59,PAID,2023-07-18T14:22:27,0,NONE
INV-004163-52A9,VEND-3B46525D,Sen-Purohit Industries,Transportation,China,Jodhpur,PO-EAFA26DC,Production,2023-08-24,2023-11-22,90,CNY,7280.5,0.0808,588.26,APPROVED,2023-08-24T14:03:05,0,NONE
INV-006146-731A,VEND-0ECA9B15,Kumar-Sharaf & Co,Packaging,India,Bangalore,PO-D768654F,Operations,2023-05-29,2023-08-27,90,INR,11165.15,0.0552,616.32,PAID,2023-05-29T14:15:56,0,NONE
INV-003505-EACE,VEND-B1F9D616,Pandit PLC,Maintenance,India,Panipat,PO-DEDE8677,Procurement,2024-06-05,2024-07-05,30,INR,14383.28,0.0607,873.07,APPROVED,2024-06-05T15:49:10,0,NONE
INV-011772-3403,VEND-7142F2F1,Chatterjee Ltd,IT Services,Germany,Raichur,PO-4BB205C5,Operations,2023-05-19,2023-07-03,45,EUR,203343.3,0.18,36601.79,OVERDUE,2023-05-19T16:27:51,0,NONE
INV-005300-816D,VEND-B6C92F8D,"Dutta, Sami and Bhatt & Co",Transportation,India,Eluru,PO-BD497326,R&D,2023-08-11,2023-10-10,60,INR,16373.72,0.0633,1036.46,PENDING,2023-08-11T12:05:50,0,NONE
INV-011556-2575,VEND-74CC4DBF,Bail-Nair,Office Supplies,India,Tadipatri,PO-08115394,Finance,2023-08-30,2023-11-28,90,INR,11167.69,0.1064,1188.24,APPROVED,2023-08-30T16:42:37,0,NONE
INV-009770-6DE8,VEND-E7C3CAD4,Dewan LLC,Office Supplies,Germany,Agartala,PO-D58A63A0,Logistics,2024-01-30,2024-02-14,15,EUR,15922.59,0.0565,899.63,APPROVED,2024-01-30T11:14:14,0,NONE
INV-006091-B6A5,VEND-B70D160B,Shah Group,Packaging,India,Yamunanagar,PO-3EFE7092,Logistics,2023-08-07,2023-08-22,15,INR,4651.31,0.0726,337.69,PAID,2023-08-07T09:09:19,0,NONE
INV-005320-08A8,VEND-19A9F2F6,Ray Group,Maintenance,India,Fatehpur,PO-B9C0C2AE,Production,2023-07-28,2023-08-12,15,INR,12980.09,0.081,1051.39,PAID,2023-07-28T14:51:25,0,NONE
INV-005164-F40B,VEND-D1804190,Misra Group,Office Supplies,India,Katihar,PO-D29EFA83,HR,2024-03-14,2024-04-28,45,INR,6228.87,0.1096,682.68,PAID,2024-03-14T11:40:01,0,NONE
INV-900995-5E23,VEND-8AADA882,Sha LLC,Consulting,Singapore,Nadiad,PO-F51942A6,Finance,2023-09-12,2023-09-27,15,SGD,111622.23,0.18,20092.0,PAID,2023-09-12T14:11:15,1,PO_MISMATCH
INV-007259-AFE5,VEND-8E19D08C,Tata PLC,Office Supplies,Singapore,Kottayam,PO-780CF9D3,Logistics,2024-04-26,2024-05-26,30,SGD,21292.54,0.0991,2110.09,APPROVED,2024-04-26T15:20:44,0,NONE
INV-902799-DA35,VEND-D82FED68,Oommen Group & Co,Furniture,India,Asansol,,Procurement,2024-11-15,2025-02-13,90,INR,495136.03,0.1365,67586.07,PENDING,2024-11-15T14:55:42,1,NEW_VENDOR
INV-902095-51AF,VEND-6EC26315,Chawla-Desai,Raw Materials,India,Bhiwandi,PO-2E59ABF9,Facilities,2023-04-28,2023-06-27,60,INR,220661.93,0.1088,24008.02,OVERDUE,2023-04-28T00:38:40,1,WEEKEND
INV-008269-FA28,VEND-B31350DF,Jayaraman Group,IT Services,China,Suryapet,PO-55E73AE7,Marketing,2024-12-27,2025-01-26,30,CNY,150294.9,0.18,27053.08,APPROVED,2024-12-27T10:18:41,0,NONE
INV-006580-E0B1,VEND-44DFCB06,Dhingra-Bhatnagar,Maintenance,India,Raebareli,PO-43740115,Facilities,2023-06-29,2023-08-28,60,INR,8076.11,0.0988,797.92,OVERDUE,2023-06-29T16:05:25,0,NONE
INV-901952-3B82,VEND-74040350,Solanki-Raj,Raw Materials,India,Saharanpur,PO-2E5343D6,HR,2024-01-24,2024-03-09,45,INR,256444.25,0.0098,2513.15,PAID,2024-01-24T05:03:34,1,TAX
INV-011138-6C2E,VEND-0A4E8FDF,Choudhury Inc,Electronics,India,Bongaigaon,PO-AEBB83B1,R&D,2023-06-16,2023-07-16,30,INR,152110.7,0.1438,21873.52,APPROVED,2023-06-16T09:59:00,0,NONE
INV-010428-43B6,VEND-023010E0,"Puri, Murthy and Ghose",Office Supplies,India,Katihar,PO-E5C5E1DA,IT,2023-03-23,2023-04-07,15,INR,17084.89,0.0535,914.04,PAID,2023-03-23T13:23:28,0,NONE
INV-006998-2357,VEND-2E2B56CB,"Dua, Borra and Goel",Packaging,India,Madhyamgram,PO-4157F342,R&D,2023-07-21,2023-09-04,45,INR,20046.75,0.1053,2110.92,APPROVED,2023-07-21T18:36:46,0,NONE
INV-007516-176E,VEND-88A5E4EA,Seshadri LLC,Packaging,India,Vijayanagaram,PO-92824BEA,Finance,2024-03-06,2024-03-21,15,INR,5950.95,0.072,428.47,PAID,2024-03-06T10:23:06,0,NONE
INV-011660-894E,VEND-9B3EB04B,Devan Ltd Industries,Office Supplies,India,Bhalswa Jahangir Pur,PO-533D7C9B,Procurement,2023-03-28,2023-05-12,45,INR,8063.99,0.092,741.89,APPROVED,2023-03-28T11:30:53,0,NONE
INV-001729-802F,VEND-CD5DF222,Rao-Murthy,Transportation,Germany,Kulti,PO-57F6573B,Finance,2023-09-22,2023-10-07,15,EUR,4895.73,0.0679,332.42,PAID,2023-09-22T14:35:08,0,NONE
INV-006803-0F75,VEND-74CC4DBF,Bail-Nair,Office Supplies,India,Tadipatri,PO-22B03B43,Procurement,2023-12-11,2024-03-10,90,INR,23088.73,0.1064,2456.64,PAID,2023-12-11T14:57:05,0,NONE
INV-002932-D71F,VEND-43B1686D,Pandit Inc LLC,Office Supplies,India,Ichalkaranji,PO-B7CA0FBD,Marketing,2024-10-24,2024-11-08,15,INR,9683.76,0.0655,634.29,PAID,2024-10-24T14:46:01,0,NONE
INV-008709-1048,VEND-11AE4500,"Buch, Devi and Dora Enterprises",Maintenance,Singapore,Yamunanagar,PO-56AD0793,Facilities,2023-11-30,2024-01-14,45,SGD,43612.65,0.1187,5176.82,PAID,2023-11-30T11:14:30,0,NONE
INV-011948-6DD8,VEND-B31350DF,Jayaraman Group,IT Services,China,Suryapet,PO-11F0B5A5,Facilities,2023-09-26,2023-10-26,30,CNY,181032.93,0.18,32585.93,PAID,2023-09-26T17:59:03,0,NONE
INV-003105-EAAB,VEND-3D7FAC85,Barman LLC,Electronics,India,Thane,PO-AA50644A,Marketing,2024-03-13,2024-05-12,60,INR,31084.86,0.1693,5262.67,PENDING,2024-03-13T09:00:29,0,NONE
INV-006314-E3F4,VEND-283BB955,Rai Inc Traders,Packaging,India,Shahjahanpur,PO-2A6294B8,R&D,2024-02-22,2024-04-22,60,INR,29610.05,0.0861,2549.43,OVERDUE,2024-02-22T11:11:08,0,NONE
INV-003785-C0B0,VEND-1DBB30D1,"Swaminathan, Chauhan and Arora & Co",Machinery,India,Nandyal,PO-4DB54A85,R&D,2023-08-03,2023-10-02,60,INR,511275.97,0.1249,63858.37,PAID,2023-08-03T18:26:14,0,NONE
INV-001659-47BB,VEND-F98C34EF,Gour-Yogi,Maintenance,UAE,New Delhi,PO-9589E50B,Marketing,2023-08-24,2023-11-22,90,AED,71318.47,0.1063,7581.15,PAID,2023-08-24T14:20:29,0,NONE
INV-901400-20F3,VEND-90D5D6EB,Rege-Nigam,Transportation,India,Thanjavur,PO-8920F4F5,Facilities,2023-05-22,2023-06-21,30,INR,96516.36,0.0704,6794.75,PAID,2023-05-22T15:54:52,1,DUPLICATE_PO
INV-008512-22FF,VEND-5CE64E5A,Ahuja PLC & Co,Packaging,India,Ahmedabad,PO-E49DC450,Facilities,2024-06-26,2024-07-11,15,INR,26453.12,0.0925,2446.91,APPROVED,2024-06-26T18:01:15,0,NONE
INV-003538-6F52,VEND-0ECA9B15,Kumar-Sharaf & Co,Packaging,India,Bangalore,PO-D768654F,Operations,2023-08-31,2023-11-29,90,INR,9381.32,0.0552,517.85,PAID,2023-08-31T13:04:01,0,NONE
INV-010743-2B60,VEND-DF76B361,"Kant, Kanda and Deol",Maintenance,Germany,Jamnagar,PO-5688BF5D,Operations,2023-05-11,2023-05-26,15,EUR,6503.93,0.0936,608.77,PAID,2023-05-11T14:49:04,0,NONE
INV-010719-8856,VEND-AAD228FE,"Atwal, Reddy and Chander",Transportation,India,Raipur,PO-F76C4F41,HR,2023-12-18,2024-03-17,90,INR,7881.55,0.0513,404.32,PAID,2023-12-18T11:41:37,0,NONE
INV-001154-F0B4,VEND-CD5DF222,Rao-Murthy,Transportation,Germany,Kulti,PO-237422E1,Marketing,2023-03-06,2023-03-21,15,EUR,10953.43,0.0679,743.74,APPROVED,2023-03-06T10:25:57,0,NONE
INV-000667-F2A4,VEND-1F0C7BC7,"Gole, Garde and Gill Enterprises",Raw Materials,India,Phagwara,PO-CA0296D4,Finance,2024-08-15,2024-11-13,90,INR,34001.45,0.1054,3583.75,PAID,2024-08-15T18:29:10,0,NONE
INV-004356-2C59,VEND-5D90010F,Cheema-Dyal Industries,Office Supplies,India,Bulandshahr,PO-047BE48A,Procurement,2024-11-14,2025-02-12,90,INR,16127.82,0.0592,954.77,PAID,2024-11-14T10:39:53,0,NONE
INV-000956-ABAE,VEND-5841460D,"Sidhu, Wadhwa and Krishnamurthy",Office Supplies,India,Raipur,PO-DD88602B,Facilities,2024-12-16,2025-01-15,30,INR,25170.3,0.0542,1364.23,APPROVED,2024-12-16T11:20:15,0,NONE
INV-011020-A1C0,VEND-DA769CA8,"Gole, Memon and Nagi Traders",Transportation,India,Vijayawada,PO-40518EC4,IT,2024-02-23,2024-05-23,90,INR,4298.58,0.1191,511.96,PAID,2024-02-23T17:38:39,0,NONE
INV-009575-98D9,VEND-9290BB15,Prakash-Bhasin,Electronics,India,Morbi,PO-7D0A0339,Procurement,2023-08-23,2023-10-07,45,INR,77575.14,0.1654,12830.93,PAID,2023-08-23T09:54:50,0,NONE
INV-005914-116B,VEND-4568B5E4,Subramaniam-Merchant LLC,Office Supplies,India,Raipur,PO-13A86B2E,Marketing,2024-02-29,2024-04-14,45,INR,18867.26,0.07,1320.71,PENDING,2024-02-29T14:47:33,0,NONE
INV-000995-AEB3,VEND-3C80B016,Ratta-Kohli Pvt Ltd,Packaging,India,Kolkata,PO-83F7F5B3,Operations,2023-07-18,2023-08-17,30,INR,4529.98,0.0753,341.11,PAID,2023-07-18T18:41:23,0,NONE
INV-011964-05DE,VEND-0FDD7C9B,Bhatnagar Ltd Industries,Maintenance,India,Vadodara,PO-2CD39013,Facilities,2024-09-18,2024-11-17,60,INR,27884.45,0.0649,1809.7,PAID,2024-09-18T14:22:01,0,NONE
INV-001311-5708,VEND-3B6A32E3,"Tata, Randhawa and Shanker",Machinery,India,Bilaspur,PO-010CC91A,HR,2024-12-13,2025-01-12,30,INR,621173.34,0.1779,110506.74,APPROVED,2024-12-13T15:17:36,0,NONE
INV-008052-7164,VEND-AA5B4230,Narang PLC,Furniture,India,Rajkot,PO-A54DF6BF,Procurement,2024-09-02,2024-10-17,45,INR,108926.34,0.1494,16273.6,PAID,2024-09-02T17:42:16,0,NONE
INV-003420-81B1,VEND-521CAFDD,Rastogi-Pathak Pvt Ltd,Office Supplies,India,Durgapur,PO-B0F94CCD,Facilities,2024-05-10,2024-06-24,45,INR,9332.59,0.0505,471.3,PAID,2024-05-10T15:27:24,0,NONE
INV-000215-331E,VEND-3426F2DA,Sathe-Kala,Packaging,India,Gulbarga,PO-AD0A71CD,R&D,2023-04-21,2023-05-06,15,INR,13600.86,0.0528,718.13,PENDING,2023-04-21T14:50:23,0,NONE
INV-001162-7F0D,VEND-1F9AE94B,Dalal-Dube,Packaging,India,Jalna,PO-379FE229,Logistics,2023-06-09,2023-09-07,90,INR,31050.61,0.0711,2207.7,PAID,2023-06-09T12:38:06,0,NONE
INV-003617-1BF7,VEND-FE6C3C1E,Dar-Koshy,Maintenance,India,Udupi,PO-E14973E3,Facilities,2023-06-01,2023-06-16,15,INR,20597.99,0.0863,1777.61,PENDING,2023-06-01T15:00:49,0,NONE
INV-006003-679C,VEND-6F63470F,Baral Group,Electronics,India,Mahbubnagar,PO-7C1F8020,R&D,2023-08-22,2023-11-20,90,INR,65719.46,0.137,9003.57,PENDING,2023-08-22T14:56:57,0,NONE
INV-000805-4598,VEND-4568B5E4,Subramaniam-Merchant LLC,Office Supplies,India,Raipur,PO-33089D55,Logistics,2024-03-22,2024-05-06,45,INR,14540.37,0.07,1017.83,PENDING,2024-03-22T13:49:05,0,NONE
INV-900647-986A,VEND-D99F06D8,Brar-Prakash Enterprises,Electronics,India,Jaunpur,PO-BEB4E21F,Production,2024-10-28,2024-11-12,15,INR,770226.89,0.1711,131785.82,PAID,2024-10-28T04:32:25,1,AMOUNT_INFLATION
INV-008616-07C1,VEND-51495554,Pant LLC Inc,Packaging,India,Parbhani,PO-50AEA99E,HR,2023-06-28,2023-09-26,90,INR,4082.18,0.1045,426.59,PAID,2023-06-28T17:26:51,0,NONE
INV-008027-A5DF,VEND-507AD527,"Bava, Ahuja and Sachar Traders",Electronics,India,Ahmednagar,PO-207D1563,Facilities,2023-08-08,2023-09-22,45,INR,18749.01,0.163,3056.09,PAID,2023-08-08T11:31:14,0,NONE
INV-006367-5290,VEND-43DAA4E9,Dua and Sons,Raw Materials,India,Bhalswa Jahangir Pur,PO-818AED97,HR,2024-11-25,2025-01-09,45,INR,398132.62,0.068,27073.02,REJECTED,2024-11-25T18:53:48,0,NONE
INV-000522-419F,VEND-74CC4DBF,Bail-Nair,Office Supplies,India,Tadipatri,PO-22B03B43,Procurement,2024-01-29,2024-04-28,90,INR,14271.82,0.1064,1518.52,PAID,2024-01-29T16:13:35,0,NONE
INV-001618-6665,VEND-EF03AC5D,Sahota-Kothari Pvt Ltd,Office Supplies,India,Khammam,PO-AB37C748,HR,2024-02-13,2024-03-29,45,INR,13172.99,0.1042,1372.63,PAID,2024-02-13T14:41:42,0,NONE
INV-902657-479B,VEND-D5F35AC3,Sampath-Ratti Industries,Packaging,India,Jorhat,,Finance,2023-09-21,2023-11-05,45,INR,110242.7,0.0541,5964.13,PENDING,2023-09-21T23:21:55,1,NEW_VENDOR
INV-007953-19E2,VEND-0239D12E,"Vyas, Chander and Sampath",Office Supplies,USA,Surat,PO-15D5435F,HR,2023-01-18,2023-03-04,45,USD,12702.26,0.0916,1163.53,PAID,2023-01-18T18:42:19,0,NONE
INV-011554-E15A,VEND-C796F9EF,Mammen-Bali LLC,Packaging,India,Bellary,PO-31FFE044,Finance,2023-07-13,2023-08-12,30,INR,36266.19,0.0927,3361.88,APPROVED,2023-07-13T13:42:56,0,NONE
INV-901731-C25E,VEND-5CFEEA47,"Loke, Balakrishnan and Gole LLC",IT Services,USA,Tirupati,PO-A72EAF4D,Operations,2023-02-17,2023-03-19,30,USD,132985.86,0.18,23937.45,PAID,2023-02-17T01:44:56.028010,1,BURST
INV-000513-E89C,VEND-D09739AD,"Madan, Yohannan and Sule",Electronics,India,Junagadh,PO-1E07F1CD,Marketing,2023-12-19,2024-01-18,30,INR,59192.78,0.123,7280.71,PENDING,2023-12-19T10:33:48,0,NONE
INV-002927-2724,VEND-D7914539,Biswas and Sons LLC,Furniture,India,Ambattur,PO-72A53026,Logistics,2023-09-19,2023-11-18,60,INR,32002.71,0.1423,4553.99,APPROVED,2023-09-19T10:12:52,0,NONE
INV-900387-3625,VEND-E21089F1,Bal-Patel,Consulting,India,Bhind,PO-5430D0D6,Marketing,2024-07-11,2024-07-26,15,INR,2833314.94,0.18,509996.69,PAID,2024-07-11T01:07:40,1,AMOUNT_INFLATION
INV-900554-B4C3,VEND-6533B9AF,"Khare, Rajagopal and Kaur LLC",Raw Materials,UAE,Varanasi,PO-61A78B0E,Facilities,2024-10-26,2024-11-10,15,AED,843926.28,0.0831,70130.27,PAID,2024-10-26T18:02:29,1,AMOUNT_INFLATION
INV-001093-FDC0,VEND-68F79677,"Soni, Sood and Iyengar",Packaging,India,Pondicherry,PO-4E8F8999,IT,2023-04-14,2023-05-29,45,INR,23371.52,0.0979,2288.07,PENDING,2023-04-14T12:17:39,0,NONE
INV-008573-99A1,VEND-F5F4024D,Konda LLC,Furniture,India,Sangli-Miraj & Kupwad,PO-E79FC66F,R&D,2023-05-16,2023-07-15,60,INR,9582.1,0.1379,1321.37,APPROVED,2023-05-16T15:58:06,0,NONE
INV-900571-2D67,VEND-4ED5DC0B,Nazareth LLC Industries,Machinery,Singapore,Akola,PO-C517EFC6,Logistics,2023-03-06,2023-04-05,30,SGD,2785288.93,0.1736,483526.16,APPROVED,2023-03-06T14:24:46,1,AMOUNT_INFLATION
INV-009889-3FCD,VEND-BED82484,Bansal-Date & Co,Machinery,India,Salem,PO-4288FFDD,Production,2023-10-19,2024-01-17,90,INR,462807.6,0.1512,69976.51,OVERDUE,2023-10-19T15:50:46,0,NONE
INV-005277-78ED,VEND-FBF488A1,"Acharya, Naik and Suresh",Packaging,India,Gorakhpur,PO-2E9BB155,IT,2023-10-17,2023-11-01,15,INR,7684.24,0.0909,698.5,OVERDUE,2023-10-17T14:13:01,0,NONE
INV-006715-D1DD,VEND-8A5A5C7A,Natt-Sani,Packaging,USA,Dewas,PO-C614E89E,Finance,2023-01-04,2023-03-05,60,USD,11784.09,0.0891,1049.96,PENDING,2023-01-04T17:15:00,0,NONE
INV-901172-D54B,VEND-1E0A90AE,Memon Ltd,IT Services,China,Gangtok,PO-9E3C2B2C,Finance,2023-04-22,2023-06-21,60,CNY,106328.53,0.18,19139.14,OVERDUE,2023-04-22T09:07:20,1,DUPLICATE_PO
INV-004639-321C,VEND-1F0C7BC7,"Gole, Garde and Gill Enterprises",Raw Materials,India,Phagwara,PO-93DE2828,HR,2024-04-03,2024-07-02,90,INR,40940.95,0.1054,4315.18,PAID,2024-04-03T10:32:05,0,NONE
INV-901449-7433,VEND-512E74B8,Borah-Bera,Consulting,India,Jalgaon,PO-9AE3AF50,Facilities,2023-09-12,2023-12-11,90,INR,52091.11,0.18,9376.4,PAID,2023-09-12T05:17:40.483513,1,BURST
INV-900523-D7BA,VEND-3D10B80C,Dugar-Setty,Packaging,India,Firozabad,PO-017BA543,Production,2024-07-17,2024-08-16,30,INR,215320.14,0.1085,23362.24,OVERDUE,2024-07-17T16:57:43,1,AMOUNT_INFLATION
INV-900833-5CA8,VEND-EF9A24BD,Mallick PLC,Machinery,India,Kamarhati,PO-5B2ABB62,HR,2023-04-19,2023-05-04,15,INR,869649.9,0.1695,147405.66,PAID,2023-04-19T23:04:05,1,PO_MISMATCH
INV-007267-4795,VEND-5A1C8CC4,Shanker PLC & Co,Raw Materials,China,Srinagar,PO-8B70E2BD,Finance,2023-12-10,2024-02-08,60,CNY,43515.79,0.0662,2880.75,PENDING,2023-12-10T06:19:14,1,DUPLICATE
INV-006349-9401,VEND-3D10B80C,Dugar-Setty,Packaging,India,Firozabad,PO-353D87BD,Logistics,2024-09-05,2024-10-05,30,INR,12570.49,0.1085,1363.9,PAID,2024-09-05T18:31:05,0,NONE
INV-009823-AFB2,VEND-5C824B6A,Mittal-Wadhwa Pvt Ltd,Packaging,India,Begusarai,PO-AD14D491,Marketing,2023-01-16,2023-03-17,60,INR,15794.58,0.1128,1781.63,OVERDUE,2023-01-16T12:45:31,0,NONE
INV-005255-E854,VEND-81E7E54F,Mangat Group,Packaging,USA,Nandyal,PO-8802422E,Production,2024-06-10,2024-07-10,30,USD,3542.31,0.0882,312.43,PAID,2024-06-10T13:58:56,0,NONE
INV-901574-1C4C,VEND-3EF3E78B,"Khanna, Sawhney and Mane",IT Services,India,Muzaffarpur,PO-1CC1FCFF,Facilities,2024-05-31,2024-06-30,30,INR,126813.34,0.18,22826.4,PENDING,2024-05-31T18:02:32.285133,1,BURST
INV-005966-3A4C,VEND-3B3B0A73,Bath-Rattan & Co,Maintenance,UAE,Jehanabad,PO-651B3698,Production,2023-04-26,2023-07-25,90,AED,47424.32,0.1117,5297.3,PAID,2023-04-26T14:07:05,0,NONE
INV-000307-C049,VEND-7A222BEB,"Modi, Chada and Kothari Pvt Ltd",Packaging,Germany,Proddatur,PO-9A4EFED7,Marketing,2023-04-26,2023-06-10,45,EUR,28978.04,0.0778,2254.49,PAID,2023-04-26T18:14:36,0,NONE
INV-003040-7979,VEND-6F63470F,Baral Group,Electronics,India,Mahbubnagar,PO-100B0865,IT,2024-08-07,2024-11-05,90,INR,53129.3,0.137,7278.71,OVERDUE,2024-08-07T12:52:40,0,NONE
INV-006211-4285,VEND-C4A74026,"Sehgal, Bhakta and Setty Pvt Ltd",Electronics,India,Anand,PO-5CD59B0D,IT,2023-08-21,2023-09-05,15,INR,15942.94,0.1587,2530.14,PAID,2023-08-21T11:01:06,0,NONE
INV-902008-56F7,VEND-68F79677,"Soni, Sood and Iyengar",Packaging,India,Pondicherry,PO-DFC44F76,Marketing,2024-01-17,2024-03-02,45,INR,15939.83,0.4638,7392.89,APPROVED,2024-01-17T16:52:10,1,TAX
INV-010480-9175,VEND-D24E5043,"Narayan, Das and Roy Enterprises",Maintenance,India,Bhusawal,PO-C43A1C11,HR,2024-02-06,2024-04-06,60,INR,67157.52,0.0878,5896.43,APPROVED,2024-02-06T18:53:00,0,NONE
INV-007440-3D26,VEND-7142F2F1,Chatterjee Ltd,IT Services,Germany,Raichur,PO-7C216093,Procurement,2023-04-21,2023-06-05,45,EUR,312102.62,0.18,56178.47,PAID,2023-04-21T18:34:33,0,NONE
INV-006015-8C88,VEND-B6C92F8D,"Dutta, Sami and Bhatt & Co",Transportation,India,Eluru,PO-D34762A8,Facilities,2024-06-19,2024-08-18,60,INR,16732.83,0.0633,1059.19,PAID,2024-06-19T12:59:48,0,NONE
INV-009063-2525,VEND-FBF488A1,"Acharya, Naik and Suresh",Packaging,India,Gorakhpur,PO-24D7C7C5,Marketing,2024-02-20,2024-03-06,15,INR,7056.9,0.0909,641.47,PAID,2024-02-20T15:38:56,0,NONE
INV-902319-24A9,VEND-59049DD4,Kumer-Prasad Pvt Ltd,Transportation,India,Bhalswa Jahangir Pur,PO-C2A17AD3,IT,2023-01-22,2023-02-06,15,INR,12102.65,0.0777,940.38,PAID,2023-01-22T23:24:10,1,WEEKEND
INV-007363-5DD9,VEND-BEC1FB4C,Saini Ltd,Transportation,India,Bhilwara,PO-834E8642,IT,2023-06-26,2023-09-24,90,INR,26391.12,0.1192,3145.82,APPROVED,2023-06-26T11:50:30,0,NONE
INV-008712-9380,VEND-87311548,Bath Ltd LLC,Office Supplies,India,Bhagalpur,PO-4354141C,Procurement,2023-08-08,2023-10-07,60,INR,14817.43,0.0849,1258.0,PENDING,2023-08-08T09:24:57,0,NONE
INV-001129-B61F,VEND-FD62D1FF,Kulkarni-Bansal Industries,Machinery,India,Baranagar,PO-DD3BF909,Logistics,2024-05-30,2024-06-29,30,INR,387287.46,0.159,61578.71,APPROVED,2024-05-30T18:48:02,0,NONE
INV-009900-2C71,VEND-05A0CB58,Krishnamurthy-Behl Pvt Ltd,Office Supplies,India,Bhusawal,PO-4D9B6239,Marketing,2023-08-22,2023-09-21,30,INR,6635.15,0.0657,435.93,PENDING,2023-08-22T10:20:15,0,NONE
INV-004511-CBE3,VEND-11364066,"Chad, Mukherjee and Puri",Transportation,Singapore,Warangal,PO-D870E201,IT,2024-05-06,2024-08-04,90,SGD,14125.35,0.0874,1234.56,PAID,2024-05-06T14:55:53,0,NONE
INV-007675-0E54,VEND-5841460D,"Sidhu, Wadhwa and Krishnamurthy",Office Supplies,India,Raipur,PO-01550C08,R&D,2023-05-02,2023-06-01,30,INR,20660.96,0.0542,1119.82,OVERDUE,2023-05-02T13:45:54,0,NONE
INV-005304-D845,VEND-EA916ECB,"Rattan, Boase and Dhar LLC",Packaging,India,Mysore,PO-C109FE06,Procurement,2024-11-19,2025-01-18,60,INR,44736.79,0.105,4697.36,PAID,2024-11-19T16:42:55,0,NONE
INV-005697-AE94,VEND-FB61F05C,"Sen, Naidu and Mutti Traders",Office Supplies,India,Gandhidham,PO-C0DFE2C2,Production,2023-09-20,2023-11-04,45,INR,7218.52,0.0738,532.73,PAID,2023-09-20T09:36:49,0,NONE
INV-003058-DBA9,VEND-869AEE8D,Dhillon-Rajagopal LLC,Consulting,India,Khora ,PO-31388B78,Procurement,2023-12-13,2023-12-28,15,INR,228491.45,0.18,41128.46,PAID,2023-12-13T18:01:12,0,NONE
INV-901271-6EBE,VEND-D9B5F989,Panchal-Upadhyay,Machinery,India,Jorhat,PO-EDC91BCB,R&D,2023-11-19,2023-12-04,15,INR,506176.47,0.1635,82759.85,PAID,2023-11-19T06:15:29,1,DUPLICATE_PO
INV-008030-33F1,VEND-64A9E07C,Ahluwalia LLC,Transportation,India,Karimnagar,PO-DCB14BFC,Operations,2023-09-13,2023-10-13,30,INR,35596.62,0.0516,1836.79,PENDING,2023-09-13T18:30:32,0,NONE
INV-004829-72B0,VEND-B2A0CAC9,Mani Group Pvt Ltd,Raw Materials,UAE,Bhilai,PO-5603F371,R&D,2024-10-09,2024-11-23,45,AED,125614.37,0.0851,10689.78,PAID,2024-10-09T18:06:43,0,NONE
INV-007169-6008,VEND-37DB4D5D,Kothari-Ahuja,Office Supplies,India,Yamunanagar,PO-CD5B55A8,Marketing,2023-11-14,2023-12-14,30,INR,7672.07,0.1165,893.8,PAID,2023-11-14T09:48:25,0,NONE
INV-010994-2810,VEND-6F4E1250,Varughese-Padmanabhan Industries,Raw Materials,UAE,Suryapet,PO-7575EBFD,HR,2023-04-07,2023-05-22,45,AED,60689.49,0.0824,5000.81,PAID,2023-04-07T12:01:47,0,NONE
INV-009872-53AE,VEND-95D1A76B,Prabhu-Chokshi Enterprises,Packaging,India,Chittoor,PO-D18BCE87,Production,2024-04-08,2024-05-23,45,INR,19473.36,0.0598,1164.51,PAID,2024-04-08T18:24:44,0,NONE
INV-011817-C619,VEND-11AE4500,"Buch, Devi and Dora Enterprises",Maintenance,Singapore,Yamunanagar,PO-182D3DB0,Procurement,2023-09-11,2023-10-26,45,SGD,49271.52,0.1187,5848.53,PAID,2023-09-11T09:51:57,0,NONE
INV-009278-1603,VEND-92CC8079,"Kalla, Srinivas and Joshi Enterprises",Transportation,India,Avadi,PO-0F0DA84B,Logistics,2024-09-06,2024-10-21,45,INR,61334.82,0.1105,6777.5,PAID,2024-09-06T17:55:58,0,NONE
INV-005869-990F,VEND-FBC9F608,Merchant-Mohan Pvt Ltd,Maintenance,India,Madanapalle,PO-03DD1376,Logistics,2023-05-24,2023-06-08,15,INR,22356.48,0.083,1855.59,PAID,2023-05-24T17:05:57,0,NONE
INV-006190-EFA1,VEND-31218DE6,Shetty-Jani,Raw Materials,USA,Medininagar,PO-C9CFA387,Marketing,2024-03-28,2024-04-12,15,USD,395674.0,0.057,22553.42,PAID,2024-03-28T17:36:52,0,NONE
